"Name","Country","Province","Population","Longitude","Latitude"
"Hanzhong","TJ","Shaanxi",169930,0.0,0.0
"Haora","IND","West Bengal",950435,0.0,0.0
"Harare","ZW","Zimbabwe",0,31.2,-17.5
"Harbin","TJ","Heilongjiang",2830000,126.4,45.4
"Harer","ETH","Ethiopia",122932,0.0,0.0
"Harnosand","S","Vasternorrland",27287,18.0,62.4
"Harrisburg","USA","Pennsylvania",53264,-76.7667,40.2
"Harrogate","GB","North Yorkshire",146500,0.0,0.0
"Hartford","USA","Connecticut",139739,-72.4,41.3
"Hasselt","B","Limburg",65348,5.2,50.9
"Havana","C","Ciudad de la Habana",2241000,-82.35,23.1333
"Havant","GB","Hampshire",117500,0.0,0.0
"Haverfordwest","GB","Pembrokeshire",0,0.0,0.0
"Hayward","USA","California",114705,0.0,0.0
"Hebi","TJ","Henan",212976,0.0,0.0
"Heerlen","NL","Limburg",270952,0.0,0.0
"Hefei","TJ","Anhui",1000000,117.0,32.0
"Hegang","TJ","Heilongjiang",522747,0.0,0.0
"Heidelberg","D","Baden Wurttemberg",138964,0.0,0.0
"Heilbronn","D","Baden Wurttemberg",122253,0.0,0.0
"Helena","USA","Montana",23938,-112.0,46.6
"Helsingborg","S","Malmohus",114339,0.0,0.0
"Helsinki","SF","Uusimaa",487428,24.95,60.1667
"Helwan","ET","El Qahira",352000,0.0,0.0
"Henderson","USA","Nevada",64948,0.0,0.0
"Hengshui","TJ","Hebei",104269,0.0,0.0
"Hengyang","TJ","Hunan",487148,0.0,0.0
"Heredia","CR","Heredia",67400,0.0,0.0
"Herisau","CH","AR",0,0.0,0.0
"Hermannsverk","N","Sogn og Fjordane",706,6.5,61.1
"Hermosillo","MEX","Sonora",406417,-111.0,29.0
"Herne","D","Nordrhein Westfalen",180029,0.0,0.0
"Heroica Nogales","MEX","Sonora",105873,0.0,0.0
"Hertford","GB","Hertfordshire",0,0.0,0.0
"Heyuan","TJ","Guangdong",120101,0.0,0.0
"Heze","TJ","Shandong",189293,0.0,0.0
"Hialeah","USA","Florida",188008,0.0,0.0
"Hildesheim","D","Niedersachsen",106095,0.0,0.0
"Hilo","USA","Hawaii",0,-165.0,20.0
"Hilversum","NL","Noord Holland",102023,0.0,0.0
"Hiroshima","J","Hiroshima",1099000,132.3,34.3
"Hobart","AUS","Tasmania",184000,147.14,-42.5
"Hodmezovasarhely","H","Csongrad",0,0.0,0.0
"Hohhot","TJ","Nei Monggol",652534,113.0,41.0
"Holguin","C","Holguin",242085,0.0,0.0
"Hollywood","USA","Florida",121720,0.0,0.0
"Homs","SYR","Syria",354508,36.0,35.0
"Hong Gai","VN","Vietnam",129394,0.0,0.0
"Hong Kong","HONX","Hong Kong",7055071,114.2,22.3
"Honghu","TJ","Hubei",190772,0.0,0.0
"Honiara","SLB","Solomon Islands",26000,160.0,-9.5
"Honolulu","USA","Hawaii",377059,-157.917,21.3333
"Horlivka","UA","Donetska",338000,0.0,0.0
"Horsham","GB","West Sussex",112300,0.0,0.0
"Hortolandia","BR","Sao Paulo",114885,0.0,0.0
"Hospitalet de Llobregat","E","Catalonia",266242,0.0,0.0
"Houston","USA","Texas",1637859,-95.35,29.9667
"Hpa an","MYA","Kayin",0,0.0,0.0
"Hradec Kralove","CZ","Vychodocesky",164000,0.0,0.0
"Hsinchu","RC","Taiwan",341128,0.0,0.0
"Hsinchuang","RC","Taiwan",328758,0.0,0.0
"Hsintien","RC","Taiwan",248822,0.0,0.0
"Huadian","TJ","Jilin",175873,0.0,0.0
"Huaian","TJ","Jiangsu",131149,0.0,0.0
"Huaibei","TJ","Anhui",366549,0.0,0.0
"Huaihua","TJ","Hunan",126785,0.0,0.0
"Huainan","TJ","Anhui",1200000,0.0,0.0
"Huaiyin","TJ","Jiangsu",239675,0.0,0.0
"Hualien","RC","Taiwan",107824,0.0,0.0
"Huambo","ANG","Huambo",0,0.0,0.0
"Huancavelica","PE","Huancavelica",0,0.0,0.0
"Huancayo","PE","Junin",258209,0.0,0.0
"Huangshi","TJ","Hubei",457601,0.0,0.0
"Huanuco","PE","Huanuco",118814,0.0,0.0
"Huaraz","PE","Ancash",0,0.0,0.0
"Hubli","IND","Karnataka",648298,0.0,0.0
"Huddersfield","GB","West Yorkshire",148500,0.0,0.0
"Hue","VN","Vietnam",260489,0.0,0.0
"Huelva","E","Andalusia",145049,0.0,0.0
"Huichon","NOK","North Korea",163000,0.0,0.0
"Huizhou","TJ","Guangdong",161023,0.0,0.0
"Hull","GB","Humberside",0,0.0,0.0
"Hunjiang","TJ","Jilin",482043,0.0,0.0
"Huntingdon","GB","Cambridgeshire",148800,0.0,0.0
"Huntington Beach","USA","California",181519,0.0,0.0
"Huntsville","USA","Alabama",159880,-86.5833,34.7
"Hurghada","ET","El Bahr el Ahmar",0,0.0,0.0
"Huzhou","TJ","Zhejiang",218071,0.0,0.0
"Hyderabad","IND","Andhra Pradesh",3145939,78.2,17.1
"Hyderabad","PK","Pakistan",1107000,0.0,0.0
"Iasi","RO","Iasi",330000,0.0,0.0
"Ibadan","WAN","Nigeria",1263000,0.0,0.0
"Ibague","CO","Tolima",346632,0.0,0.0
"Ibirite","BR","Minas Gerais",106773,0.0,0.0
"Ica","PE","Ica",161406,0.0,0.0
"Ife","WAN","Nigeria",262000,0.0,0.0
"Ijebu Ode","WAN","Nigeria",138000,0.0,0.0
"Ikare","WAN","Nigeria",124000,0.0,0.0
"Ikerre","WAN","Nigeria",216000,0.0,0.0
"Ikire","WAN","Nigeria",109000,0.0,0.0
"Ikirun","WAN","Nigeria",160000,0.0,0.0
"Ikorodu","WAN","Nigeria",163000,0.0,0.0
"Ila","WAN","Nigeria",233000,0.0,0.0
"Ilam","IR","Ilam",116428,0.0,0.0
"Ilawe Ekiti","WAN","Nigeria",163000,0.0,0.0
"Ilesha","WAN","Nigeria",334000,0.0,0.0
"Ilheus","BR","Bahia",242589,0.0,0.0
"Ilobu","WAN","Nigeria",176000,0.0,0.0
"Ilorin","WAN","Nigeria",420000,0.0,0.0
"Imperatriz","BR","Maranhao",227731,0.0,0.0
"Imphal","IND","Manipur",0,94.0,24.5
"Inchon","ROK","South Korea",2307618,0.0,0.0
"Indaiatuba","BR","Sao Paulo",122159,0.0,0.0
"Independence","USA","Missouri",112301,0.0,0.0
"Indianapolis","USA","Indiana",731278,-86.2833,39.7333
"Indore","IND","Madhya Pradesh",1091674,0.0,0.0
"Inglewood","USA","California",109602,0.0,0.0
"Ingolstadt","D","Bayern",110910,0.0,0.0
"Inhambane","MOC","Inhambane",0,0.0,0.0
"Inisa","WAN","Nigeria",106000,0.0,0.0
"Innsbruck","A","Tyrol",118000,11.22,47.17
"Inverness","GB","Highland",0,0.0,0.0
"Ioannina","GR","Ipiros",0,0.0,0.0
"Ipatinga","BR","Minas Gerais",195736,0.0,0.0
"Ipoh","MAL","Perak",382633,0.0,0.0
"Ipswich","GB","Suffolk",114800,0.0,0.0
"Iquitos","PE","Loreto",274759,-73.2,-3.4
"Iraklion","GR","Kriti",102398,0.0,0.0
"Irapuato","MEX","Guanajuato",265042,0.0,0.0
"Iringa","EAT","Iringa",0,0.0,0.0
"Irkutsk","R","Irkutskaya oblast",585000,0.0,0.0
"Irvine","USA","California",110330,0.0,0.0
"Irving","USA","Texas",155037,0.0,0.0
"Iseyin","WAN","Nigeria",192000,0.0,0.0
"Iskenderun","TR","Hatay",156800,0.0,0.0
"Islamabad","PK","Pakistan",204364,73.0,34.0
"Islamshahr","IR","Tehran",239715,0.0,0.0
"Ismailiya","ET","Ismailiya",236000,0.0,0.0
"Isparta","TR","Isparta",120900,0.0,0.0
"Istanbul","TR","Istanbul",7615500,28.8333,40.9667
"Itaborai","BR","Rio de Janeiro",156631,0.0,0.0
"Itabuna","BR","Bahia",183237,0.0,0.0
"Itagui","CO","Antioquia",169374,0.0,0.0
"Itaituba","BR","Para",104896,0.0,0.0
"Itajai","BR","Santa Catarina",134797,0.0,0.0
"Itanagar","IND","Arunachal Pradesh",0,93.4,27.1
"Itapecerica da Serra","BR","Minas Gerais",110362,0.0,0.0
"Itapetininga","BR","Sao Paulo",111909,0.0,0.0
"Itapevi","BR","Sao Paulo",133769,0.0,0.0
"Itaquaquecetuba","BR","Sao Paulo",228533,0.0,0.0
"Itu","BR","Sao Paulo",122544,0.0,0.0
"Ivano Frankivsk","UA","Ivano Frankivska",220000,0.0,0.0
"Ivanovo","R","Ivanovskaya oblast",474000,0.0,0.0
"Iwo","WAN","Nigeria",320000,0.0,0.0
"Izhevsk","R","Udmurt Republic",654000,0.0,0.0
"Izmir","TR","Izmir",1985300,27.1667,38.4333
"Izmit","TR","Kocaeli",275800,0.0,0.0
"Jabalpur","IND","Madhya Pradesh",764586,0.0,0.0
"Jaboatao dos Guararapes","BR","Pernambuco",528973,0.0,0.0
"Jacarei","BR","Sao Paulo",168030,0.0,0.0
"Jackson","USA","Mississippi",202062,-90.0833,32.3167
"Jacksonville","USA","Florida",635230,-81.7,30.5
"Jaen","E","Andalusia",112772,0.0,0.0
"Jaipur","IND","Rajasthan",1458183,75.5,27.0
"Jakarta","RI","Indonesia",8259266,106.5,-6.1
"Jalandhar","IND","Punjab",509510,0.0,0.0
"Jalapa","MEX","Veracruz",161400,-97.0,19.3
"Jamalpur","BD","Bangladesh",111000,0.0,0.0
"Jambi","RI","Indonesia",339944,0.0,0.0
"Jamestown","HELX","Saint Helena",0,-5.44,-15.56
"Jammu","IND","Jammu and Kashmir",0,74.3,32.2
"Jamnagar","IND","Gujarat",350544,0.0,0.0
"Jamshedpur","IND","Bihar",478950,0.0,0.0
"Jastrzebie Zdroj","PL","Katowickie",103000,0.0,0.0
"Jau","BR","Sao Paulo",103605,0.0,0.0
"Jeddah","SA","Saudi Arabia",0,0.0,0.0
"Jefferson City","USA","Missouri",33619,-92.1833,38.5667
"Jelenia Gora","PL","Jeleniogorskie",0,0.0,0.0
"Jena","D","Thuringen",102204,0.0,0.0
"Jequie","BR","Bahia",165361,0.0,0.0
"Jerez de la Frontera","E","Andalusia",190390,0.0,0.0
"Jersey City","USA","New Jersey",228517,0.0,0.0
"Jerusalem","IL","Central",468900,35.2167,31.7833
"Jessore","BD","Bangladesh",154000,0.0,0.0
"Jhang","PK","Pakistan",195558,0.0,0.0
"Jhansi","IND","Uttar Pradesh",313491,0.0,0.0
"Jhelum","PK","Pakistan",106462,0.0,0.0
"Jiamusi","TJ","Heilongjiang",493409,0.0,0.0
"Jiangmen","TJ","Guangdong",230587,0.0,0.0
"Jiangyin","TJ","Jiangsu",213659,0.0,0.0
"Jiangyou","TJ","Sichuan",175753,0.0,0.0
"Jiaonan","TJ","Shandong",121397,0.0,0.0
"Jiaoxian","TJ","Shandong",153364,0.0,0.0
"Jiaozuo","TJ","Henan",409100,0.0,0.0
"Jiaxing","TJ","Zhejiang",211526,0.0,0.0
"Jilin","TJ","Jilin",1270000,0.0,0.0
"Jima","ETH","Ethiopia",119717,0.0,0.0
"Jinan","TJ","Shandong",2320000,117.0,36.5
"Jincheng","TJ","Shanxi",136396,0.0,0.0
"Jingdezhen","TJ","Jiangxi",281183,0.0,0.0
"Jinhua","TJ","Zhejiang",144280,0.0,0.0
"Jining","TJ","Nei Monggol",163552,0.0,0.0
"Jining","TJ","Shandong",265248,0.0,0.0
"Jinxi","TJ","Liaoning",357052,0.0,0.0
"Jinzhou","TJ","Liaoning",569518,0.0,0.0
"Jiujiang","TJ","Jiangxi",291187,0.0,0.0
"Jiutai","TJ","Jilin",180130,0.0,0.0
"Jixi","TJ","Heilongjiang",683885,0.0,0.0
"Jizzakh","UZB","Jizzakh",116000,0.0,0.0
"Joao Pessoa","BR","Paraiba",549270,-35.0,-7.1
"Jodhpur","IND","Rajasthan",666279,0.0,0.0
"Joensuu","SF","Pohjols-Karjala",44000,29.5,62.4
"Johannesburg","RSA","Gauteng",713000,28.05,-26.1833
"Johor Baharu","MAL","Johor",328646,0.0,0.0
"Joinvile","BR","Santa Catarina",397987,0.0,0.0
"Jokkmokk","S","Norrbotten",6822,19.5,66.1
"Jonkoping","S","Jonkoping",115429,14.0,57.4
"Jos","WAN","Nigeria",182000,0.0,0.0
"Juazeiro","BR","Bahia",171904,0.0,0.0
"Juazeiro do Norte","BR","Ceara",186490,0.0,0.0
"Juba","SUD","al Istiwaiyah",114980,0.0,0.0
"Juiz de Fora","BR","Minas Gerais",423913,0.0,0.0
"Juliaca","PE","Puno",142576,0.0,0.0
"Jundiai","BR","Sao Paulo",293237,0.0,0.0
"Juneau","USA","Alaska",19528,-134.583,58.3667
"Jutigalpa","HCA","Olancho",22500,0.0,0.0
"Jyvaeskylae","SF","Suomi",65511,25.2,62.1
"Kabul","AFG","Afghanistan",892000,69.2,34.5833
"Kabwe","Z","Central",166519,0.0,0.0
"Kaduna","WAN","Nigeria",302000,0.0,0.0
"Kaesong","NOK","North Korea",120000,0.0,0.0
"Kafr el Dauwar","ET","El Buhayra",161000,0.0,0.0
"Kafr el Sheikh","ET","Kafr el Sheikh",0,0.0,0.0
"Kagoshima","J","Kagoshima",0,0.0,0.0
"Kaifeng","TJ","Henan",507763,0.0,0.0
"Kaili","TJ","Guizhou",113958,0.0,0.0
"Kaiserslautern","D","Rheinland Pfalz",101910,0.0,0.0
"Kakamega","EAK","Western",47300,0.0,0.0
"Kalemie","ZRE","Shaba/Katanga",101309,29.2,-5.9
"Kaliningrad","R","Kaliningradskaya oblast",419000,20.5,54.7167
"Kalisz","PL","Kaliskie",106000,0.0,0.0
"Kalmar","S","Kalmar",54554,16.3,56.4
"Kalookan","RP","Philippines",1023000,0.0,0.0
"Kaluga","R","Kaluzhskaya oblast",347000,0.0,0.0
"Kalyan","IND","Maharashtra",1014557,0.0,0.0
"Kamensk Uralskiy","R","Sverdlovskaya oblast",197000,0.0,0.0
"Kampala","EAU","Uganda",0,32.3,0.2
"Kamyshin","R","Volgogradskaya oblast",128000,0.0,0.0
"Kananga","ZRE","Kasai Occidental",393030,0.0,0.0
"Kanazawa","J","Ishikawa",0,0.0,0.0
"Kangar","MAL","Perlis",0,0.0,0.0
"Kanggye","NOK","North Korea",211000,0.0,0.0
"Kano","WAN","Nigeria",595000,0.0,0.0
"Kanpur","IND","Uttar Pradesh",1879420,0.0,0.0
"Kansas City","USA","Kansas",151521,0.0,0.0
"Kansas City","USA","Missouri",434829,-94.5833,39.1167
"Kansk","R","Krasnoyarskiy kray",109000,0.0,0.0
"Kaohsiung","RC","Taiwan",1426518,0.0,0.0
"Kaolack","SN","Kaolack",132000,0.0,0.0
"Kaposvar","H","Somogy",0,0.0,0.0
"Karabuk","TR","Zonguldak",113900,0.0,0.0
"Karachi","PK","Pakistan",9863000,66.98,24.8
"Karaganda","KAZ","Qaraghandy",573700,0.0,0.0
"Karaj","IR","Tehran",588287,0.0,0.0
"Karaman","TR","Karaman",0,0.0,0.0
"Karaman Maras","TR","Karamanmaras",242200,0.0,0.0
"Karamay","TJ","Xinjiang Uygur",197602,0.0,0.0
"Karbala","IRQ","Karbala",296705,0.0,0.0
"Karlskrona","S","Blekinge",59007,15.3,56.1
"Karlsruhe","D","Baden Wurttemberg",277011,0.0,0.0
"Karlstad","S","Varmland",74669,13.5,59.4
"Kars","TR","Kars",0,0.0,0.0
"Kasama","Z","Northern",0,0.0,0.0
"Kashan","IR","Tehran",155188,0.0,0.0
"Kashi","TJ","Xinjiang Uygur",174570,0.0,0.0
"Kassala","SUD","ash Sharqiyah",234270,0.0,0.0
"Kassel","D","Hessen",201789,0.0,0.0
"Kastamonu","TR","Kastamonu",0,0.0,0.0
"Kasur","PK","Pakistan",155523,0.0,0.0
"Kathmandu","NEP","Nepal",393494,85.25,27.45
"Katowice","PL","Katowickie",367000,0.0,0.0
"Katsina","WAN","Nigeria",182000,0.0,0.0
"Kavalla","GR","Anatoliki Makedhonia kai Thraki",56705,0.0,0.0
"Kavaratti","IND","Lakshadweep Is.",0,72.6,10.6
"Kawasaki","J","Kanagawa",1187000,0.0,0.0
"Kayseri","TR","Kayseri",454000,0.0,0.0
"Kazan","R","Rep. of Tatarstan",1085000,0.0,0.0
"Kecskemet","H","Bacs Kiskun",105000,0.0,0.0
"Kediri","RI","Indonesia",249807,0.0,0.0
"Keflavik","IS","Iceland",6600,-22.5,64.0
"Kelang","MAL","Selangor",243698,0.0,0.0
"Kemerovo","R","Kemerovskaya oblast",503000,0.0,0.0
"Kenitra","MA","Morocco",448785,0.0,0.0
"Kericho","EAK","Rift Valley",40000,0.0,0.0
"Kerman","IR","Kerman",349626,0.0,0.0
"Khabarovsk","R","Khabarovskiy kray",618000,0.0,0.0
"Kharkiv","UA","Kharkivska",1618000,36.2333,50.0
"Khartoum","SUD","al Khartum",924505,32.55,15.6167
"Khartoum North","SUD","al Khartum",879105,0.0,0.0
"Kherson","UA","Khersonska",361000,0.0,0.0
"Khimki","R","Moskovskaya oblast",134000,0.0,0.0
"Khmelnytskyy","UA","Khmelnytska",241000,0.0,0.0
"Khomeynishahr","IR","Esfahan",118348,0.0,0.0
"Khon Kaen","THA","Thailand",206000,0.0,0.0
"Khorramabad","IR","Lorestan",277370,0.0,0.0
"Khorramshahr","IR","Khuzestan",197241,0.0,0.0
"Khorugh","TAD","Badakhshoni Kuni",0,0.0,0.0
"Khouribga","MA","Morocco",294680,0.0,0.0
"Khujand","TAD","Khujand",164500,0.0,0.0
"Khulna","BD","Bangladesh",731000,0.0,0.0
"Khvoy","IR","Azarbayian e Gharbt",137885,0.0,0.0
"Kiel","D","Schleswig Holstein",246586,10.7,54.2
"Kielce","PL","Kieleckie",213000,0.0,0.0
"Kiev","UA","Kyyivska",2616000,30.5,50.45
"Kigali","RWA","Rwanda",0,29.6,-1.6
"Kigoma Ujiji","EAT","Kigoma",0,0.0,0.0
"Kikwit","ZRE","Bandundu",182142,0.0,0.0
"Kimberley","RSA","Northern Cape",0,0.0,0.0
"Kineshma","R","Ivanovskaya oblast",103000,0.0,0.0
"Kings Lynn","GB","Norfolk",131600,0.0,0.0
"Kingston","JA","Jamaica",101000,-76.5,18.0
"Kingston","NORF","Norfolk Island",0,168.0,-29.0
"Kingston","GB","Surrey",0,0.0,0.0
"Kingston upon Hull","GB","Humberside",269100,0.0,0.0
"Kingstown","WV","Saint Vincent and the Grenadines",33694,-61.1,13.1
"Kinshasa","ZRE","Kinshasa",4655313,15.2,-4.3
"Kirikkale","TR","Kirikkale",170300,0.0,0.0
"Kirklareli","TR","Kirklareli",0,0.0,0.0
"Kirklees","GB","West Yorkshire",386900,0.0,0.0
"Kirkuk","IRQ","Ad Tamim",418624,0.0,0.0
"Kirkwall","GB","Orkneys",6330,-3.0,59.0
"Kirov","R","Kirovskaya oblast",464000,0.0,0.0
"Kirovohrad","UA","Kirovohradska",274000,0.0,0.0
"Kirsehir","TR","Kirsehir",0,0.0,0.0
"Kisangani","ZRE","Haut Zaire",417517,25.2,0.5
"Kiselyovsk","R","Kemerovskaya oblast",116000,0.0,0.0
"Kisii","EAK","Nyanza",44000,0.0,0.0
"Kislovodsk","R","Stavropolsky kray",120000,0.0,0.0
"Kisumu","EAK","Nyanza",185100,0.0,0.0
"Kita Kyushu","J","Fukuoka",1012000,0.0,0.0
"Kitale","EAK","Rift Valley",53000,0.0,0.0
"Kitchener","CDN","Ontario",168282,-80.5,43.4333
"Kitwe","Z","Copperbelt",338207,0.0,0.0
"Klagenfurt","A","Carinthia",87321,14.21,46.38
"Knowsley","GB","Merseyside",155300,0.0,0.0
"Knoxville","USA","Tennessee",169761,-83.9833,35.8167
"Koani","EAT","Kusini Ujunga",0,0.0,0.0
"Kobe","J","Hyogo",1388000,0.0,0.0
"Koblenz","D","Rheinland Pfalz",109550,0.0,0.0
"Kocaeli","TR","Kocaeli",256882,0.0,0.0
"Kochi","J","Kochi",0,0.0,0.0
"Kofu","J","Yamanashi",0,0.0,0.0
"Kohima","IND","Nagaland",0,94.1,25.5
"Kokchetau","KAZ","Kokchetau",141400,0.0,0.0
"Kolda","SN","Kolda",0,0.0,0.0
"Kolhapur","IND","Maharashtra",406370,0.0,0.0
"Koln","D","Nordrhein Westfalen",963817,0.0,0.0
"Kolomna","R","Moskovskaya oblast",154000,0.0,0.0
"Kolonia","FSM","Micronesia",5500,158.2,7.0
"Kolpino","R","Leningradskaya oblast",143000,0.0,0.0
"Kolwezi","ZRE","Shaba/Katanga",417810,0.0,0.0
"Komotini","GR","Anatoliki Makedhonia kai Thraki",0,0.0,0.0
"Komsomolsk na Amure","R","Khabarovskiy kray",309000,0.0,0.0
"Konin","PL","Koninskie",0,0.0,0.0
"Konya","TR","Konya",576000,0.0,0.0
"Korce","AL","Albania",52000,20.5,40.4
"Korfu","GR","Ionioi Nisoi",0,0.0,0.0
"Korla","TJ","Xinjiang Uygur",159344,0.0,0.0
"Koror","PAL","Palau",7685,134.5,7.3
"Kostroma","R","Kostromskaya oblast",285000,0.0,0.0
"Koszalin","PL","Koszalinskie",108000,0.0,0.0
"Kota","IND","Rajasthan",537371,0.0,0.0
"Kota Baharu","MAL","Kelantan",219713,0.0,0.0
"Kota Kinabalu","MAL","Sabah",208484,0.0,0.0
"Kotka","SF","Kymi",58345,26.5,60.3
"Kovrov","R","Vladimirskaya oblast",162000,0.0,0.0
"Kozani","GR","Dhytiki Makedhonia",0,0.0,0.0
"Kozhikode","IND","Kerala",456618,0.0,0.0
"Krakow","PL","Krakowskie",748000,19.95,50.0667
"Krasnodar","R","Krasnodarsky kray",646000,0.0,0.0
"Krasnoyarsk","R","Krasnoyarskiy kray",869000,92.95,56.0167
"Krefeld","D","Nordrhein Westfalen",249662,0.0,0.0
"Kremenchuk","UA","Poltavska",238000,0.0,0.0
"Kristiansand","N","Vest Agder",62640,8.0,58.1
"Kristianstad","S","Kristianstad",69941,14.0,56.0
"Krosno","PL","Krosnienskie",0,0.0,0.0
"Kryvyy Rih","UA","Dnipropetrovska",717000,0.0,0.0
"Kuala Lumpur","MAL","Fed. Terr. of Kuala Lumpur",1145075,101.7,3.11667
"Kuala Terengganu","MAL","Terengganu",228654,0.0,0.0
"Kuantan","MAL","Pahang",198356,0.0,0.0
"Kuching","MAL","Sarawak",147729,0.0,0.0
"Kulob","TAD","Kulob",79300,0.0,0.0
"Kumamoto","J","Kumamoto",0,0.0,0.0
"Kumasi","GH","Ghana",376249,0.0,0.0
"Kumo","WAN","Nigeria",131000,0.0,0.0
"Kunming","TJ","Yunnan",1520000,102.4,25.5
"Kunsan","ROK","South Korea",266517,0.0,0.0
"Kunshan","TJ","Jiangsu",102052,0.0,0.0
"Kuopio","SF","Kuopio",78571,27.4,62.5
"Kurgan","R","Kurganskaya oblast",363000,0.0,0.0
"Kursk","R","Kurskaya oblast",442000,0.0,0.0
"Kusong","NOK","North Korea",177000,0.0,0.0
"Kutahya","TR","Kutahya",140700,0.0,0.0
"Kuwait","KWT","Kuwait",167768,47.3,29.3
"Kuznetsk","R","Penzenskaya oblast",100000,0.0,0.0
"Kwangju","ROK","South Korea",1257504,0.0,0.0
"Kyoto","J","Kyoto",1415000,135.45,35.0
"Kyzyl","R","Rep. of Tyva",0,0.0,0.0
"La Ascuncion","YV","Nueva Esparta",0,0.0,0.0
"La Ceiba","HCA","Atlantida",77100,0.0,0.0
"La Coruna","E","Galicia",255087,0.0,0.0
"La Esperanza","HCA","Intibuca",0,0.0,0.0
"La Laguna","E","Canary Islands",125183,0.0,0.0
"La Matanza","RA","Buenos Aires",1111811,0.0,0.0
"La Palma","PA","Darien",0,0.0,0.0
"La Paz","MEX","Baja California Sur",137641,-100.5,24.1
"La Paz","BOL","Bolivia",953400,-68.15,-16.5
"La Paz","HCA","La Paz",0,0.0,0.0
"La Plata","RA","Buenos Aires",642979,-58.0,-35.0
"La Rioja","RA","La Rioja",103727,-67.0,-29.3
"La Spezia","I","Liguria",103008,0.0,0.0
"Labuan","MAL","Fed. Terr. of Labuan",0,0.0,0.0
"Lafayette","USA","Louisiana",101852,-92.0,30.2
"Lafia","WAN","Nigeria",108000,0.0,0.0
"Lages","BR","Santa Catarina",140005,0.0,0.0
"Lagos","WAN","Nigeria",5686000,3.4,6.45
"Lahore","PK","Pakistan",5085000,74.33,31.58
"Lahore Cantonment","PK","Pakistan",237000,0.0,0.0
"Lahti","SF","Haeme",94234,25.2,60.5
"Laiwu","TJ","Shandong",246833,0.0,0.0
"Laiyang","TJ","Shandong",137080,0.0,0.0
"Lakewood","USA","Colorado",126475,0.0,0.0
"Lamia","GR","Sterea Ellas",0,0.0,0.0
"Lancaster","USA","California",97300,0.0,0.0
"Lancaster","GB","Lancashire",133600,0.0,0.0
"Lansing","USA","Michigan",127321,-84.6,42.7833
"Lanus","RA","Buenos Aires",466755,0.0,0.0
"Lanzhou","TJ","Gansu",1510000,104.0,36.0
"Laohekou","TJ","Hubei",123366,0.0,0.0
"Lappeenrenta","SF","Kymi",53922,26.5,60.5
"LAquila","I","Abruzzo",0,13.2,42.24
"Laredo","USA","Texas",122899,-99.45,27.5333
"Larisa","GR","Thessalia",102426,0.0,0.0
"Larkana","PK","Pakistan",123890,0.0,0.0
"Las Palmas de Gran Canaria","E","Canary Islands",371787,0.0,0.0
"Las Tablas","PA","Los Santos",21100,0.0,0.0
"Las Vegas","USA","Nevada",258204,-115.2,36.2
"Latina","I","Lazio",103630,0.0,0.0
"Lausanne","CH","VD",123149,0.0,0.0
"Laval","CDN","Quebec",314398,0.0,0.0
"Le Havre","F","Haute Normandie",195854,0.0,0.0
"Le Mans","F","Pays de la Loire",145502,0.0,0.0
"Lecce","I","Puglia",102344,0.0,0.0
"Leeds","GB","West Yorkshire",724400,0.0,0.0
"Leeuwarden","NL","Friesland",0,0.0,0.0
"Leganes","E","Madrid",178162,0.0,0.0
"Legnica","PL","Legnickie",104000,0.0,0.0
"Leichester","GB","Leicestershire",293400,0.0,0.0
"Leiden","NL","Zuid Holland",194935,0.0,0.0
"Leipzig","D","Sachsen",481121,0.0,0.0
"Leiria","P","Leiria",0,0.0,0.0
"Leiyang","TJ","Hunan",130115,0.0,0.0
"Lelystad","NL","Flevoland",0,0.0,0.0
"Lengshuijiang","TJ","Hunan",137994,0.0,0.0
"Leninsk","KAZ","Leninsk (munic.)",0,0.0,0.0
"Leninsk Kuznetskiy","R","Kemerovskaya oblast",121000,0.0,0.0
"Leon","E","Castile and Leon",147311,0.0,0.0
"Leon","MEX","Guanajuato",758279,0.0,0.0
"Leon","NIC","Nicaragua",171375,0.0,0.0
"Lerwick","GB","Shetland",6570,-1.15,60.15
"Leshan","TJ","Sichuan",341128,0.0,0.0
"Leszno","PL","Leszczynskie",0,0.0,0.0
"Leticia","CO","Amazonas",0,0.0,0.0
"Leverkusen","D","Nordrhein Westfalen",161832,0.0,0.0
"Lewes","GB","East Sussex",0,0.0,0.0
"Lexington Fayette","USA","Kentucky",225366,0.0,0.0
"Lhasa","TJ","Tibet",106885,91.0,29.5
"Liancheng","TJ","Shandong",156307,0.0,0.0
"Lianyungang","TJ","Jiangsu",354139,0.0,0.0
"Liaocheng","TJ","Shandong",207844,0.0,0.0
"Liaoyang","TJ","Liaoning",492559,0.0,0.0
"Liaoyuan","TJ","Jilin",354141,0.0,0.0
"Liberec","CZ","Severocesky",160000,0.0,0.0
"Liberia","CR","Guanacaste",36400,0.0,0.0
"Libreville","G","Gabon",0,9.3,0.3
"Lichinga","MOC","Niassa",0,0.0,0.0
"Liege","B","Liege",192393,5.6,50.5
"Liestal","CH","BL",0,0.0,0.0
"Likasi","ZRE","Shaba/Katanga",299118,0.0,0.0
"Liling","TJ","Hunan",108504,0.0,0.0
"Lille","F","Nord Pas de Calais",172142,3.3,50.37
"Lillehammer","N","Oppland",22118,10.3,61.1
"Lilongwe","MW","Malawi",0,34.0,-14.0
"Lima","PE","Lima",6321173,-77.05,-12.0833
