"Name","Country","Population","Area","Capital","CapProv"
"Miskolc (munic.)","H",191000,224.0,"Miskolc","Miskolc (munic.)"
"Mississippi","USA",2730501,123514.0,"Jackson","Mississippi"
"Missouri","USA",5402058,180514.0,"Jefferson City","Missouri"
"Miyagi","J",2328739,7292.0,"Sendai","Miyagi"
"Miyazaki","J",1175819,7735.0,"Miyazaki","Miyazaki"
"Mizoram","IND",689756,21081.0,"Aijal","Mizoram"
"Mjini Magharibi","EAT",208300,230.0,"Zanzibar","Mjini Magharibi"
"Moere og Romsdal","N",237290,0.0,"Molde","Moere og Romsdal"
"Moldova","MD",4463847,0.0,"Chisinau","Moldova"
"Molise","I",332000,4438.0,"Campobasso","Molise"
"Mon","MYA",1680200,12297.0,"Moulmein","Mon"
"Monaco","MC",31719,0.0,"Monaco","Monaco"
"Monagas","YV",555705,28900.0,"Maturin","Monagas"
"Mongolia","MNG",2496617,0.0,"Ulaanbaatar","Mongolia"
"Monmouthshire","GB",84200,851.0,"Cwmbran","Monmouthshire"
"Montana","USA",878810,380848.0,"Helena","Montana"
"Montenegro","MNE",672180,0.0,"Podgorica","Montenegro"
"Montserrat","MNTS",5097,0.0,"Plymouth","Montserrat"
"Moquegua","PE",137747,15733.0,"Moquegua","Moquegua"
"Morelos","MEX",1442662,4941.0,"Cuernavaca","Morelos"
"Morocco","MA",29779156,0.0,"Rabat","Morocco"
"Morogoro","EAT",1222700,70799.0,"Morogoro","Morogoro"
"Moskovskaya oblast","R",6596600,47000.0,"Moscow","Moskva"
"Moskva","R",8664400,0.0,"Moscow","Moskva"
"Moxico","ANG",316000,223023.0,"Luena","Moxico"
"Mpumalanga","RSA",2646000,81816.0,"Nelspruit","Mpumalanga"
"Mtwara","EAT",889500,16707.0,"Mtwara Mikandani","Mtwara"
"Mugla","TR",562809,13338.0,"Mugla","Mugla"
"Murcia","E",1070401,11314.0,"Murcia","Murcia"
"Mures","RO",621000,6696.0,"Tirgu Mures","Mures"
"Murmanskaya oblast","R",1048000,144900.0,"Murmansk","Murmanskaya oblast"
"Mus","TR",376543,8196.0,"Mus","Mus"
"Mwanza","EAT",1878300,19592.0,"Mwanza","Mwanza"
"Mykolayivska","UA",1342400,24600.0,"Mykolayiv","Mykolayivska"
"Nagaland","IND",1209546,16579.0,"Kohima","Nagaland"
"Nagano","J",2193984,13585.0,"Nagano","Nagano"
"Nagasaki","J",1544934,4112.0,"Nagasaki","Nagasaki"
"Nairobi","EAK",1346000,684.0,"Nairobi","Nairobi"
"Namangan","UZB",1652000,7900.0,"Namangan","Namangan"
"Namibe","ANG",115000,58137.0,"Namibe","Namibe"
"Namibia","NAM",1677243,0.0,"Windhoek","Namibia"
"Nampula","MOC",2841400,81606.0,"Nampula","Nampula"
"Namur","B",426305,3665.0,"Namur","Namur"
"Nara","J",1430862,3692.0,"Nara","Nara"
"Narino","CO",1085173,33268.0,"Pasto","Narino"
"Nauru","NAU",10273,0.0,"Yaren","Nauru"
"Navarre","E",523614,10391.0,"Pamplona","Navarre"
"Nawoiy","UZB",715000,110800.0,"Nawoiy","Nawoiy"
"Nayarit","MEX",896702,27621.0,"Tepic","Nayarit"
"NE","CH",165258,803.0,"Neuchatel","NE"
"Neamt","RO",580000,5890.0,"Piatra Neamt","Neamt"
"Neath and Port Talbot","GB",140100,441.0,"Port Talbot","Neath and Port Talbot"
"Nebraska","USA",1656870,200349.0,"Lincoln","Nebraska"
"Negeri Sembilan","MAL",691150,6643.0,"Seremban","Negeri Sembilan"
"Nei Monggol","TJ",22600000,1183000.0,"Hohhot","Nei Monggol"
"Nepal","NEP",22094033,0.0,"Kathmandu","Nepal"
"Netherlands Antilles","NA",227049,0.0,"Willemstad","Netherlands Antilles"
"Neuquen","RA",388833,94078.0,"Neuquen","Neuquen"
"Nevada","USA",1676809,286352.0,"Carson City","Nevada"
"Nevsehir","TR",289509,5467.0,"Nevsehir","Nevsehir"
"New Brunswick","CDN",738133,73437.0,"Fredericton","New Brunswick"
"New Caledonia","NCA",227436,0.0,"Noumea","New Caledonia"
"New Hampshire","USA",1172709,24033.0,"Concord","New Hampshire"
"New Jersey","USA",8052849,20168.0,"Trenton","New Jersey"
"New Mexico","USA",1729751,314925.0,"Santa Fe","New Mexico"
"New South Wales","AUS",6115100,801428.0,"Sydney","New South Wales"
"New York","USA",18137226,127189.0,"Albany","New York"
"New Zealand","NZ",3547983,0.0,"Wellington","New Zealand"
"Newfoundland","CDN",551792,404517.0,"Saint Johns","Newfoundland"
"Newport","GB",137400,191.0,"Newport","Newport"
"Niassa","MOC",686700,129055.0,"Lichinga","Niassa"
"Nicaragua","NIC",4272352,0.0,"Managua","Nicaragua"
"Niedersachsen","D",7715363,47609.0,"Hannover","Niedersachsen"
"Nigde","TR",305861,7312.0,"Nigde","Nigde"
"Niger","RN",9113001,0.0,"Niamey","Niger"
"Nigeria","WAN",103912489,0.0,"Abuja","Nigeria"
"Niigata","J",2488364,12579.0,"Niigata","Niigata"
"Nil al Asraq","SUD",4012543,139017.0,"Wad Madani","Nil al Asraq"
"Ninawa","IRQ",1507926,35899.0,"Mosul","Ninawa"
"Ningxia Huizu","TJ",5040000,66400.0,"Yinchuan","Ningxia Huizu"
"Niue","NIUE",1398,0.0,"Alofi","Niue"
"Nizhegorodskaya oblast","R",3726400,74800.0,"Nizhniy Novgorod","Nizhegorodskaya oblast"
"Nograd","H",222700,2544.0,"Salgotarjan","Nograd"
"Noord Brabant","NL",2276207,4938.0,"s Hertogenbosch","Noord Brabant"
"Noord Holland","NL",2463611,265978.0,"Haarlem","Noord Holland"
"Nord","CAM",832200,65576.0,"Garoua","Nord"
"Nord extreme","CAM",1855700,34246.0,"Maroua","Nord extreme"
"Nord Pas de Calais","F",3965000,12413.0,"Lille","Nord Pas de Calais"
"Nord Trondelag","N",126692,0.0,"Steinkjer","Nord Trondelag"
"Nordland","N",242268,0.0,"Bodoe","Nordland"
"Nordoueste","CAM",1237300,17810.0,"Bamenda","Nordoueste"
"Nordrhein Westfalen","D",17816079,34077.0,"Dusseldorf","Nordrhein Westfalen"
"Norfolk","GB",759400,5368.0,"Norwich","Norfolk"
"Norfolk Island","NORF",2209,0.0,"Kingston","Norfolk Island"
"Norrbotten","S",264834,98913.0,"Lulea","Norrbotten"
"Norte de Santander","CO",913491,21658.0,"Cucuta","Norte de Santander"
"North","IL",739500,4501.0,"Nazareth","North"
"North Carolina","USA",7425183,136412.0,"Raleigh","North Carolina"
"North Dakota","USA",640883,183117.0,"Bismarck","North Dakota"
"North Eastern","EAK",372000,126090.0,"Garissa","North Eastern"
"North Korea","NOK",23904124,0.0,"Pyongyang","North Korea"
"North West","RSA",3043000,118710.0,"Mmabatho","North West"
"North Yorkshire","GB",720900,8309.0,"Northallerton","North Yorkshire"
"Northamptonshire","GB",587100,2367.0,"Northampton","Northamptonshire"
"Northern","Z",832700,147826.0,"Kasama","Northern"
"Northern Cape","RSA",746000,363389.0,"Kimberley","Northern Cape"
"Northern Ireland","GB",1594400,14120.0,"Belfast","Northern Ireland"
"Northern Mariana Islands","NMIS",88662,0.0,"Saipan","Northern Mariana Islands"
"Northern Territory","AUS",173878,1346200.0,"Darwin","Northern Territory"
"Northumberland","GB",307100,5032.0,"Newcastle upon Tyne","Tyne and Wear"
"Northwest Territories","CDN",64402,3379680.0,"Yellowknife","Northwest Territories"
"Northwestern","Z",396100,125827.0,"Solwezi","Northwestern"
"Notion Aiyaion","GR",262522,5286.0,"Ermoupoli","Notion Aiyaion"
"Nottinghamshire","GB",1015500,2164.0,"Nottingham","Nottinghamshire"
"Nova Scotia","CDN",909282,55490.0,"Halifax","Nova Scotia"
"Novgorodskaya oblast","R",742600,55300.0,"Novgorod","Novgorodskaya oblast"
"Novosibirskaya oblast","R",2748600,178200.0,"Novosibirsk","Novosibirskaya oblast"
"Nowosadeckie","PL",709500,5576.0,"Nowy Sacz","Nowosadeckie"
"Nueva Esparta","YV",330307,1150.0,"La Ascuncion","Nueva Esparta"
"Nuevo Leon","MEX",3550114,64555.0,"Monterrey","Nuevo Leon"
"NW","CH",36466,276.0,"Stans","NW"
"Nyanza","EAK",3558000,16162.0,"Kisumu","Nyanza"
"Oaxaca","MEX",3228895,95364.0,"Oaxaca","Oaxaca"
"Ocotepeque","HCA",81800,1680.0,"Ocotepeque","Ocotepeque"
"Odeska","UA",2635300,33300.0,"Odesa","Odeska"
"Oestfold","N",234941,0.0,"Moss","Oestfold"
"Ohio","USA",11186331,107044.0,"Columbus","Ohio"
"Oita","J",1231306,6338.0,"Oita","Oita"
"Okayama","J",1950750,7090.0,"Okayama","Okayama"
"Okinawa","J",1273440,2255.0,"Naha","Okinawa"
"Oklahoma","USA",3317091,181185.0,"Oklahoma City","Oklahoma"
"Olancho","HCA",318000,24351.0,"Jutigalpa","Olancho"
"Olsztynskie","PL",761300,12327.0,"Olsztyn","Olsztynskie"
"Olt","RO",535000,5507.0,"Slatina","Olt"
"Oman","OM",2186548,0.0,"Muscat","Oman"
"Omskaya oblast","R",2176400,139700.0,"Omsk","Omskaya oblast"
"Ongtustik Qazaqstan","KAZ",1987800,117300.0,"Shymkent","Ongtustik Qazaqstan"
"Ontario","CDN",10753573,1068580.0,"Toronto","Ontario"
"Opolskie","PL",1023800,8535.0,"Opole","Opolskie"
"Oppland","N",181791,0.0,"Lillehammer","Oppland"
"Ordu","TR",830105,6001.0,"Ordu","Ordu"
"Orebro","S",273608,8519.0,"Orebro","Orebro"
"Oregon","USA",3243487,251418.0,"Salem","Oregon"
"Orenburgskaya oblast","R",2228600,124000.0,"Orenburg","Orenburgskaya oblast"
"Orissa","IND",31659736,155707.0,"Bhubaneswar","Orissa"
"Orjolskaya oblast","R",914000,24700.0,"Orel","Orjolskaya oblast"
"Orkneys","GB",19590,992.0,"Kirkwall","Orkneys"
"Osaka","J",8797268,1868.0,"Osaka","Osaka"
"Oslo","N",449337,0.0,"Oslo","Oslo"
"Ostergotland","S",406100,10562.0,"Linkoping","Ostergotland"
"Ostroleckie","PL",400500,6498.0,"Ostroleka","Ostroleckie"
"Ouest","CAM",1339800,13872.0,"Bafoussam","Ouest"
"Oulu","SF",415000,0.0,"Oulu","Oulu"
"Outer Hebrides","GB",26370,3071.0,"Stornoway","Outer Hebrides"
"Overijssel","NL",1050389,3337.0,"Zwolle","Overijssel"
"OW","CH",31310,490.0,"Sarnen","OW"
"Oxfordshire","GB",597700,2608.0,"Oxford","Oxfordshire"
"Pahang","MAL",1036724,35965.0,"Kuantan","Pahang"
"Pakistan","PK",129275660,0.0,"Islamabad","Pakistan"
"Palau","PAL",16952,0.0,"Melekeok","Palau"
"Panama","PA",1168500,11887.0,"Panama City","Panama"
"Papua New Guinea","PNG",4394537,0.0,"Port Moresby","Papua New Guinea"
"Para","BR",5522783,1253160.0,"Belem","Para"
"Paraguay","PY",5504146,0.0,"Asuncion","Paraguay"
"Paraiba","BR",3305562,56584.0,"Joao Pessoa","Paraiba"
"Parana","BR",8985981,199709.0,"Curitiba","Parana"
"Pasco","PE",243366,25319.0,"Cerro de Pasco","Pasco"
"Pavlodar","KAZ",943600,124800.0,"Pavlodar","Pavlodar"
"Pays de la Loire","F",3059000,32082.0,"Nantes","Pays de la Loire"
"Pecs (munic.)","H",171600,113.0,"Pecs","Pecs (munic.)"
"Peloponnisos","GR",605663,15490.0,"Tripoli","Peloponnisos"
"Pembrokeshire","GB",113600,1590.0,"Haverfordwest","Pembrokeshire"
"Pennsylvania","USA",12019661,117347.0,"Harrisburg","Pennsylvania"
"Penzenskaya oblast","R",1562300,43200.0,"Penza","Penzenskaya oblast"
"Perak","MAL",1880016,21005.0,"Ipoh","Perak"
"Perlis","MAL",184070,795.0,"Kangar","Perlis"
"Permskaya oblast","R",3009400,160600.0,"Perm","Permskaya oblast"
"Pernambuco","BR",7404559,98937.0,"Recife","Pernambuco"
"Pest","H",957900,6394.0,"Budapest","Budapest (munic.)"
"Philippines","RP",74480848,0.0,"Manila","Philippines"
"Piaui","BR",2676098,252378.0,"Teresina","Piaui"
"Picardie","F",1811000,19399.0,"Amiens","Picardie"
"Piemonte","I",4307000,25399.0,"Turin","Piemonte"
"Pilskie","PL",485700,8205.0,"Pila","Pilskie"
"Pinar del Rio","C",678000,10925.0,"Pinar del Rio","Pinar del Rio"
"Piotrkowskie","PL",644200,6266.0,"Piotrkow Trybunalski","Piotrkowskie"
"Pitcairn Islands","PITC",48,0.0,"Adamstown","Pitcairn Islands"
"Piura","PE",1468337,35892.0,"Piura","Piura"
"Plockie","PL",518600,5117.0,"Plock","Plockie"
"Pohjols-Karjala","SF",177000,0.0,"Joensuu","Pohjols-Karjala"
"Poitou Charentes","F",1595000,25809.0,"Poitiers","Poitou Charentes"
"Poltavska","UA",1756900,28800.0,"Poltava","Poltavska"
"Pondicherry","IND",807785,492.0,"Pondicherry","Pondicherry"
"Portalegre","P",134300,6065.0,"Portalegre","Portalegre"
"Porto","P",1622300,2395.0,"Porto","Porto"
"Portuguesa","YV",720865,15200.0,"Guanare","Portuguesa"
"Powys","GB",121800,5204.0,"Llandrindod Wells","Powys"
"Poznanskie","PL",1344200,8151.0,"Poznan","Poznanskie"
"Praha","CZ",2329000,11490.0,"Prague","Praha"
"Prahova","RO",877000,4694.0,"Ploiesti","Prahova"
"Primorsky kray","R",2255400,165900.0,"Vladivostok","Primorsky kray"
"Prince Edward Island","CDN",134557,5657.0,"Charlottetown","Prince Edward Island"
"Provence Cote dAzur","F",4258000,31400.0,"Marseille","Provence Cote dAzur"
"Przemyskie","PL",409600,4437.0,"Przemysl","Przemyskie"
"Pskovskaya oblast","R",832300,55300.0,"Pskov","Pskovskaya oblast"
"Puebla","MEX",4624365,33919.0,"Puebla","Puebla"
"Puerto Rico","PR",3971020,0.0,"San Juan","Puerto Rico"
"Puglia","I",4066000,19348.0,"Bari","Puglia"
"Pulau Pinang","MAL",1065075,1031.0,"Penang","Pulau Pinang"
"Punjab","IND",20281969,50362.0,"Chandigarh","Chandigarh"
"Puno","PE",1144151,71999.0,"Puno","Puno"
"Puntarenas","CR",357103,11277.0,"Puntarenas","Puntarenas"
"Putumayo","CO",174219,24885.0,"Mocoa","Putumayo"
"Pwani","EAT",638000,32407.0,"Dar es Salaam","Daressalam"
"Qaraghandy","KAZ",1270100,115400.0,"Karaganda","Qaraghandy"
"Qaraqalpoghiston","UZB",1343000,164900.0,"Nukus","Qaraqalpoghiston"
"Qasqadare","UZB",1812000,28400.0,"Qarshi","Qasqadare"
"Qatar","Q",547761,0.0,"Doha","Qatar"
"Qena","ET",2493000,1851.0,"Qena","Qena"
"Qinghai","TJ",4740000,720000.0,"Xining","Qinghai"
"Qostanay","KAZ",1055300,113900.0,"Qostanay","Qostanay"
"Quebec","CDN",7138795,1540680.0,"Quebec","Quebec"
"Queensland","AUS",3277000,1727000.0,"Brisbane","Queensland"
"Queretaro","MEX",1250476,11769.0,"Queretaro","Queretaro"
"Quindio","CO",392208,1845.0,"Armenia","Quindio"
"Quintana Roo","MEX",703536,50350.0,"Chetumal","Quintana Roo"
"Qyzylorda","KAZ",606100,226000.0,"Qyzylorda","Qyzylorda"
"Radomskie","PL",755500,7294.0,"Radom","Radomskie"
"Rajasthan","IND",44005990,342239.0,"Jaipur","Rajasthan"
"Rakhine","MYA",2045600,36778.0,"Akyab","Rakhine"
"Ras al Khaymah","UAE",116000,1700.0,"",""
"Rep. of Adygeya","R",450500,7600.0,"Maykop","Rep. of Adygeya"
"Rep. of Altay","R",201600,92600.0,"Gorno Altaysk","Rep. of Altay"
"Rep. of Bashkortostan","R",4096600,143600.0,"Ufa","Rep. of Bashkortostan"
"Rep. of Buryatiya","R",1052500,351300.0,"Ulan Ude","Rep. of Buryatiya"
"Rep. of Dagestan","R",2097500,50300.0,"Makhachkala","Rep. of Dagestan"
"Rep. of Ingushetiya","R",299700,3750.0,"Nazran","Rep. of Ingushetiya"
"Rep. of Kalmykiya","R",318500,76100.0,"Elista","Rep. of Kalmykiya"
"Rep. of Karelia","R",785000,172400.0,"Petrozavodsk","Rep. of Karelia"
"Rep. of Khakassiya","R",585800,61900.0,"Abakan","Rep. of Khakassiya"
"Rep. of Komi","R",1185500,415900.0,"Syktyvkar","Rep. of Komi"
"Rep. of Mariy El","R",766300,23200.0,"Yoshkar Ola","Rep. of Mariy El"
"Rep. of Mordovia","R",955800,26200.0,"Saransk","Rep. of Mordovia"
"Rep. of North Ossetiya","R",662600,8000.0,"Vladikavkaz","Rep. of North Ossetiya"
"Rep. of Sakha","R",1022800,3103200.0,"Yakutsk","Rep. of Sakha"
"Rep. of Tatarstan","R",3760500,68000.0,"Kazan","Rep. of Tatarstan"
"Rep. of Tyva","R",309700,170500.0,"Kyzyl","Rep. of Tyva"
"Reunion","REUN",679198,0.0,"Saint-Denis","Reunion"
"Rheinland Pfalz","D",3951573,19851.0,"Mainz","Rheinland Pfalz"
"Rhode Island","USA",987429,3139.0,"Providence","Rhode Island"
"Rhondda Cynon Taff","GB",239000,424.0,"Rhondda","Rhondda Cynon Taff"
"Rhone Alpes","F",5351000,43698.0,"Lyon","Rhone Alpes"
"Rift Valley","EAK",4894000,173868.0,"Nakuru","Rift Valley"
"Rio de Janeiro","BR",13316455,43909.0,"Rio de Janeiro","Rio de Janeiro"
"Rio Grande do Norte","BR",2556939,53306.0,"Natal","Rio Grande do Norte"
"Rio Grande do Sul","BR",9623003,282062.0,"Porto Alegre","Rio Grande do Sul"
"Rio Negro","RA",506772,203013.0,"Viedma","Rio Negro"
"Rioja","E",263437,5045.0,"Logrono","Rioja"
"Risaralda","CO",652872,4140.0,"Pereira","Risaralda"
"Rivnenska","UA",1176800,20100.0,"Rivne","Rivnenska"
"Rize","TR",348776,3920.0,"Rize","Rize"
"Rogaland","N",323365,0.0,"Stavanger","Rogaland"
"Rondonia","BR",1221290,238512.0,"Porto Velho","Rondonia"
"Roraima","BR",247724,225116.0,"Boa Vista","Roraima"
"Rostovskaya oblast","R",4426400,100800.0,"Rostov no Donu","Rostovskaya oblast"
"Rukwa","EAT",684000,68635.0,"Sumbawanga","Rukwa"
"Ruvuma","EAT",783300,63498.0,"Songea","Ruvuma"
"Rwanda","RWA",6853359,0.0,"Kigali","Rwanda"
"Ryazanskaya oblast","R",1325300,39600.0,"Ryazan","Ryazanskaya oblast"
"Rzeszowskie","PL",734100,4397.0,"Rzeszow","Rzeszowskie"
"Saarland","D",1084201,2570.0,"Saarbrucken","Saarland"
"Sabah","MAL",1736902,73620.0,"Kota Kinabalu","Sabah"
"Sachsen","D",4584345,18412.0,"Dresden","Sachsen"
"Sachsen Anhalt","D",2759213,20446.0,"Magdeburg","Sachsen Anhalt"
"Saga","J",884316,2433.0,"Saga","Saga"
"Sagaing","MYA",3862200,94625.0,"Sagaing","Sagaing"
"Saint Helena","HELX",7637,0.0,"Jamestown","Saint Helena"
"Saint Kitts and Nevis","KN",41369,0.0,"Basseterre","Saint Kitts and Nevis"
"Saint Louis","SN",680200,44127.0,"Saint Louis","Saint Louis"
"Saint Lucia","WL",157862,0.0,"Castries","Saint Lucia"
"Saint Martin","SMAR",29820,0.0,"Marigot","Saint Martin"
"Saint Pierre and Miquelon","SPMI",6809,0.0,"Saint-Pierre","Saint Pierre and Miquelon"
"Saint Vincent and the Grenadines","WV",118344,0.0,"Kingstown","Saint Vincent and the Grenadines"
"Saitama","J",6759311,3799.0,"Urawa","Saitama"
"Sakarya","TR",683061,4817.0,"Sakarya","Sakarya"
"Sakhalinskaya oblast","R",647800,87100.0,"Yuzhno Sakhalinsk","Sakhalinskaya oblast"
"Salah ad Din","IRQ",723500,26175.0,"Samarra","Salah ad Din"
"Salaj","RO",269000,3850.0,"Zalau","Salaj"
"Salta","RA",866153,155488.0,"Salta","Salta"
"Salzburg","A",501000,7154.0,"Salzburg","Salzburg"
"Samarqand","UZB",2322000,16400.0,"Samarqand","Samarqand"
"Samarskaya oblast","R",3311500,53600.0,"Samara","Samarskaya oblast"
"Samoa","WS",214384,0.0,"Apia","Samoa"
"Samsun","TR",1158400,9579.0,"Samsun","Samsun"
"San Andres y Providencia","CO",35818,44.0,"San Andres","San Andres y Providencia"
"San Jose","CR",1163943,4960.0,"San Jose","San Jose"
"San Juan","RA",528715,89651.0,"San Juan","San Juan"
"San Luis","RA",286458,76748.0,"San Luis","San Luis"
"San Luis Potosi","MEX",2200763,62848.0,"San Luis Potosi","San Luis Potosi"
"San Marino","RSM",24521,0.0,"San Marino","San Marino"
"San Martin","PE",627781,51253.0,"Moyobamba","San Martin"
"Sancti Spiritus","C",420000,6744.0,"Sancti Spiritus","Sancti Spiritus"
"Sankt Peterburg","R",4801500,0.0,"Sankt Peterburg","Sankt Peterburg"
"Sanliurfa","TR",1001455,18584.0,"Urfa","Sanliurfa"
"Santa Barbara","HCA",307500,5113.0,"Santa Barbara","Santa Barbara"
"Santa Catarina","BR",4865090,95442.0,"Florianopolis","Santa Catarina"
"Santa Cruz","RA",159839,243943.0,"Rio Gallegos","Santa Cruz"
"Santa Fe","RA",2798422,133007.0,"Santa Fe","Santa Fe"
"Santa Fe de Bogota, DC","CO",4236490,1587.0,"Bogota","Santa Fe de Bogota, DC"
"Santander del Sur","CO",1511392,30537.0,"Bucaramanga","Santander del Sur"
"Santarem","P",442700,6747.0,"Santarem","Santarem"
"Santiago de Cuba","C",968000,6170.0,"Santiago de Cuba","Santiago de Cuba"
"Santiago de Estero","RA",671988,136351.0,"Santiago del Estero","Santiago de Estero"
"Sao Paulo","BR",34055715,248808.0,"Sao Paulo","Sao Paulo"
"Sao Tome and Principe","STP",144128,0.0,"Sao Tome","Sao Tome and Principe"
"Saratovskaya oblast","R",2739500,100200.0,"Saratov","Saratovskaya oblast"
"Sarawak","MAL",1648217,124449.0,"Kuching","Sarawak"
"Sardegna","I",1657000,24090.0,"Cagliari","Sardegna"
"Saskatchewan","CDN",990237,651900.0,"Regina","Saskatchewan"
"Satu Mare","RO",417000,4405.0,"Satu Mare","Satu Mare"
"Saudi Arabia","SA",19409058,0.0,"Riyadh","Saudi Arabia"
"Schleswig Holstein","D",2708392,15738.0,"Kiel","Schleswig Holstein"
"Selangor","MAL",2289236,7956.0,"Shah Alam","Selangor"
"Semey","KAZ",811000,185800.0,"Semey","Semey"
"Semnan","IR",458125,90905.0,"Semnan","Semnan"
"Serbia","SRB",7379339,0.0,"Belgrade","Serbia"
"Sergipe","BR",1617368,22050.0,"Aracaju","Sergipe"
"Setubal","P",713700,5064.0,"Setubal","Setubal"
"Severocesky","CZ",1190000,7819.0,"Usti nad Labem","Severocesky"
"Severomoravsky","CZ",1976000,11067.0,"Ostrava","Severomoravsky"
"Seychelles","SY",77575,0.0,"Victoria","Seychelles"
"SG","CH",442350,2025.0,"Sankt Gallen","SG"
"SH","CH",74035,298.0,"Schaffhausen","SH"
"Shaanxi","TJ",34810000,205000.0,"Xian","Shaanxi"
"Shaba/Katanga","ZRE",4452618,496965.0,"Lubumbashi","Shaba/Katanga"
"Shan","MYA",3716800,155801.0,"Taunggyi","Shan"
"Shandong","TJ",86710000,153000.0,"Jinan","Shandong"
"Shanghai (munic.)","TJ",13560000,6200.0,"Shanghai","Shanghai (munic.)"
"Shanxi","TJ",30450000,156000.0,"Taiyuan","Shanxi"
"Sharqiya","ET",3766000,4180.0,"Zagazig","Sharqiya"
"Shetland","GB",22000,1466.0,"Lerwick","Shetland"
"Shiga","J",1287005,4016.0,"Otsu","Shiga"
"Shimane","J",771441,6628.0,"Matsue","Shimane"
"Shinyanga","EAT",1772500,50781.0,"Shinyanga","Shinyanga"
"Shizuoka","J",3737689,7773.0,"Shizuoka","Shizuoka"
"Shropshire","GB",412500,3490.0,"Shrewsbury","Shropshire"
"Shyghys Qazaqstan","KAZ",939500,97500.0,"Oskemen","Shyghys Qazaqstan"
"Sibiu","RO",509000,5422.0,"Sibiu","Sibiu"
"Sichuan","TJ",112140000,570000.0,"Chengdu","Sichuan"
"Sicilia","I",5025000,25709.0,"Palermo","Sicilia"
"Siedleckie","PL",655300,8499.0,"Siedlce","Siedleckie"
"Sieradzkie","PL",408700,4869.0,"Sieradz","Sieradzkie"
"Sierra Leone","WAL",4793121,0.0,"Freetown","Sierra Leone"
"Siirt","TR",243435,5406.0,"Siirt","Siirt"
"Sikkim","IND",406457,7096.0,"Gangtok","Sikkim"
"Sina al Janubiyah","ET",33000,33140.0,"El Tur","Sina al Janubiyah"
"Sina ash Shamaliyah","ET",196000,27574.0,"El Arish","Sina ash Shamaliyah"
"Sinaloa","MEX",2425675,58092.0,"Culiacan","Sinaloa"
"Singapore","SGP",3396924,0.0,"Singapore","Singapore"
"Singida","EAT",791800,49341.0,"Singida","Singida"
"Sinop","TR",265153,5862.0,"Sinop","Sinop"
"Sirdare","UZB",600000,5100.0,"Guliston","Sirdare"
"Sirnak","TR",262006,7172.0,"Sirnak","Sirnak"
"Sistan e Baluchestan","IR",1455102,181578.0,"Zahedan","Sistan e Baluchestan"
"Sivas","TR",767481,28488.0,"Sivas","Sivas"
"Skaraborg","S",278162,7937.0,"Mariestad","Skaraborg"
"Skierniewickie","PL",421700,3960.0,"Skierniewice","Skierniewickie"
"Slovakia","SK",5374362,0.0,"Bratislava","Slovakia"
"Slovenia","SLO",1951443,0.0,"Ljubljana","Slovenia"
"Slupskie","PL",419300,7453.0,"Slupsk","Slupskie"
"Smolenskaya oblast","R",1172400,49800.0,"Smolensk","Smolenskaya oblast"
"SO","CH",239264,790.0,"Solothurn","SO"
"Sodermanland","S",256818,6060.0,"Nykoping","Sodermanland"
"Soer Trondelag","N",246824,0.0,"Trondheim","Soer Trondelag"
"Sofala","MOC",1427500,68018.0,"Beira","Sofala"
"Sogn og Fjordane","N",106116,0.0,"Hermannsverk","Sogn og Fjordane"
"Sohag","ET",2689000,1547.0,"Sohag","Sohag"
"Solomon Islands","SLB",412902,0.0,"Honiara","Solomon Islands"
"Soltustik Qazaqstan","KAZ",600900,45000.0,"Petropavl","Soltustik Qazaqstan"
"Somalia","SP",9639151,0.0,"Mogadishu","Somalia"
"Somerset","GB",469400,3451.0,"Taunton","Somerset"
"Somogy","H",340000,6035.0,"Kaposvar","Somogy"
"Sonora","MEX",2085536,184934.0,"Hermosillo","Sonora"
"South","IL",529300,14107.0,"Beer Sheva","South"
"South Australia","AUS",1474000,984377.0,"Adelaide","South Australia"
"South Carolina","USA",3760181,80582.0,"Columbia","South Carolina"
"South Dakota","USA",737973,199730.0,"Pierre","South Dakota"
"South Korea","ROK",45482291,0.0,"Seoul","South Korea"
"South Yorkshire","GB",1292700,1560.0,"Barnsley","South Yorkshire"
"Southern","Z",906900,85283.0,"Livingstone","Southern"
"Sri Lanka","CL",18553074,0.0,"Colombo","Sri Lanka"
"Staffordshire","GB",1047400,2716.0,"Stafford","Staffordshire"
"Stavropolsky kray","R",2667000,66500.0,"Stavropol","Stavropolsky kray"
"Sterea Ellas","GR",578876,15549.0,"Lamia","Sterea Ellas"
"Stockholm","S",1654511,6488.0,"Stockholm","Stockholm"
"Strathclyde","GB",2287800,13773.0,"Glasgow","Strathclyde"
"Styria","A",1203000,16386.0,"Graz","Styria"
"Suceava","RO",699000,8555.0,"Suceava","Suceava"
"Sucre","CO",561649,10917.0,"Sincelejo","Sucre"
"Sucre","YV",781756,11800.0,"Cumana","Sucre"
"Sud","CAM",373800,47110.0,"Ebolowa","Sud"
"Sudoueste","CAM",838000,24471.0,"Buea","Sudoueste"
"Suffolk","GB",661900,3797.0,"Ipswich","Suffolk"
"Sumska","UA",1430200,23800.0,"Sumy","Sumska"
"Suomi","SF",242000,0.0,"Jyvaeskylae","Suomi"
"Suriname","SME",436418,0.0,"Paramaribo","Suriname"
"Surkhondare","UZB",1437000,20800.0,"Termiz","Surkhondare"
