"Country","Organization","Type"
"EW","WHO","member"
"EW","WIPO","member"
"EW","WMO","member"
"EW","WTrO","applicant"
"F","ACCT","member"
"F","AfDB","nonregional member"
"F","AG","observer"
"F","ANC","member"
"F","AsDB","nonregional member"
"F","BDEAC","member"
"F","BIS","member"
"F","CCC","member"
"F","CDB","nonregional member"
"F","CE","member"
"F","CERN","member"
"F","EBRD","member"
"F","ECA","associate member"
"F","ECE","member"
"F","ECLAC","member"
"F","EIB","member"
"F","EN","member"
"F","ESA","member"
"F","ESCAP","member"
"F","EU","member"
"F","FAO","member"
"F","FZ","member"
"F","G-10","member"
"F","G-5","member"
"F","G-7","member"
"F","G-8","member"
"F","IADB","member"
"F","IAEA","member"
"F","IBRD","member"
"F","ICAO","member"
"F","ICC","member"
"F","ICFTU","member"
"F","ICRM","National Society"
"F","IDA","Part I"
"F","IEA","member"
"F","IFAD","Category I"
"F","IFC","member"
"F","IFRCS","member"
"F","ILO","member"
"F","IMF","member"
"F","IMO","member"
"F","Inmarsat","member"
"F","Intelsat","member"
"F","Interpol","member"
"F","IOC","National Olympic Committee"
"F","IOM","member"
"F","ISO","member"
"F","ITU","member"
"F","MINURSO","member"
"F","MTCR","member"
"F","NATO","member"
"F","NSG","member"
"F","OAS","observer"
"F","OECD","member"
"F","OSCE","member"
"F","PCA","member"
"F","SPC","member"
"F","UN","member"
"F","UNAVEM III","member"
"F","UNCRO","member"
"F","UNESCO","member"
"F","UNHCR","member"
"F","UNIDO","member"
"F","UNIFIL","member"
"F","UNIKOM","member"
"F","UNITAR","member"
"F","UNMIH","member"
"F","UNOMIG","member"
"F","UNPREDEP","member"
"F","UNPROFOR","member"
"F","UNRWA","member"
"F","UNTSO","member"
"F","UNU","member"
"F","UPU","member"
"F","WCL","member"
"F","WEU","member"
"F","WFTU","member"
"F","WHO","member"
"F","WIPO","member"
"F","WMO","member"
"F","WToO","member"
"F","WTrO","member"
"F","ZC","member"
"FALK","UPU","member"
"FGU","WCL","member"
"FGU","WFTU","member"
"FJI","ACP","member"
"FJI","AsDB","regional member"
"FJI","CP","member"
"FJI","ESCAP","member"
"FJI","FAO","member"
"FJI","G-77","member"
"FJI","IBRD","member"
"FJI","ICAO","member"
"FJI","ICFTU","member"
"FJI","ICRM","National Society"
"FJI","IDA","Part II"
"FJI","IFAD","Category III"
"FJI","IFC","member"
"FJI","IFRCS","member"
"FJI","ILO","member"
"FJI","IMF","member"
"FJI","IMO","member"
"FJI","Intelsat","member"
"FJI","Interpol","member"
"FJI","IOC","National Olympic Committee"
"FJI","ITU","member"
"FJI","PCA","member"
"FJI","Sparteca","member"
"FJI","SPC","member"
"FJI","SPF","member"
"FJI","UN","member"
"FJI","UNAMIR","member"
"FJI","UNAVEM III","member"
"FJI","UNESCO","member"
"FJI","UNIDO","member"
"FJI","UNIFIL","member"
"FJI","UNIKOM","member"
"FJI","UPU","member"
"FJI","WFTU","member"
"FJI","WHO","member"
"FJI","WIPO","member"
"FJI","WMO","member"
"FJI","WTrO","member"
"FL","CE","member"
"FL","EBRD","member"
"FL","ECE","member"
"FL","EFTA","member"
"FL","IAEA","member"
"FL","ICRM","National Society"
"FL","IFRCS","member"
"FL","Intelsat","member"
"FL","Interpol","member"
"FL","IOC","National Olympic Committee"
"FL","ITU","member"
"FL","OSCE","member"
"FL","PCA","member"
"FL","UN","member"
"FL","UPU","member"
"FL","WCL","member"
"FL","WIPO","member"
"FL","WTrO","member"
"FPOL","ESCAP","associate member"
"FPOL","ICFTU","member"
"FPOL","SPC","member"
"FPOL","WMO","member"
"G","ACCT","member"
"G","ACP","member"
"G","AfDB","regional member"
"G","BDEAC","member"
"G","CCC","member"
"G","CEEAC","member"
"G","ECA","member"
"G","FAO","member"
"G","FZ","member"
"G","G-24","member"
"G","G-77","member"
"G","IAEA","member"
"G","IBRD","member"
"G","ICAO","member"
"G","ICC","member"
"G","ICFTU","member"
"G","IDA","Part II"
"G","IDB","member"
"G","IFAD","Category II"
"G","IFC","member"
"G","IFRCS","associate member"
"G","ILO","member"
"G","IMF","member"
"G","IMO","member"
"G","Inmarsat","member"
"G","Intelsat","member"
"G","Interpol","member"
"G","IOC","National Olympic Committee"
"G","ITU","member"
"G","NAM","member"
"G","OAU","member"
"G","OIC","member"
"G","OPEC","member"
"G","UDEAC","member"
"G","UN","member"
"G","UNESCO","member"
"G","UNIDO","member"
"G","UPU","member"
"G","WCL","member"
"G","WHO","member"
"G","WIPO","member"
"G","WMO","member"
"G","WToO","member"
"G","WTrO","member"
"GB","AfDB","nonregional member"
"GB","AG","observer"
"GB","ANC","member"
"GB","AsDB","nonregional member"
"GB","BIS","member"
"GB","C","member"
"GB","CCC","member"
"GB","CDB","nonregional member"
"GB","CE","member"
"GB","CERN","member"
"GB","EBRD","member"
"GB","ECA","associate member"
"GB","ECE","member"
"GB","ECLAC","member"
"GB","EIB","member"
"GB","EN","member"
"GB","ESA","member"
"GB","ESCAP","member"
"GB","EU","member"
"GB","FAO","member"
"GB","G-10","member"
"GB","G-5","member"
"GB","G-7","member"
"GB","G-8","member"
"GB","IADB","member"
"GB","IAEA","member"
"GB","IBRD","member"
"GB","ICAO","member"
"GB","ICC","member"
"GB","ICFTU","member"
"GB","ICRM","National Society"
"GB","IDA","Part I"
"GB","IEA","member"
"GB","IFAD","Category I"
"GB","IFC","member"
"GB","IFRCS","member"
"GB","ILO","member"
"GB","IMF","member"
"GB","IMO","member"
"GB","Inmarsat","member"
"GB","Intelsat","member"
"GB","Interpol","member"
"GB","IOC","National Olympic Committee"
"GB","IOM","observer"
"GB","ISO","member"
"GB","ITU","member"
"GB","MTCR","member"
"GB","NATO","member"
"GB","NSG","member"
"GB","OECD","member"
"GB","OSCE","member"
"GB","PCA","member"
"GB","SPC","member"
"GB","UN","member"
"GB","UNAVEM III","member"
"GB","UNCRO","member"
"GB","UNFICYP","member"
"GB","UNHCR","member"
"GB","UNIDO","member"
"GB","UNIKOM","member"
"GB","UNITAR","member"
"GB","UNOMIG","member"
"GB","UNPREDEP","member"
"GB","UNPROFOR","member"
"GB","UNRWA","member"
"GB","UNU","member"
"GB","UPU","member"
"GB","WCL","member"
"GB","WEU","member"
"GB","WHO","member"
"GB","WIPO","member"
"GB","WMO","member"
"GB","WTrO","member"
"GB","ZC","member"
"GBZ","Interpol","subbureau"
"GCA","BCIE","member"
"GCA","CACM","member"
"GCA","CCC","member"
"GCA","ECLAC","member"
"GCA","FAO","member"
"GCA","G-24","member"
"GCA","G-77","member"
"GCA","IADB","member"
"GCA","IAEA","member"
"GCA","IBRD","member"
"GCA","ICAO","member"
"GCA","ICFTU","member"
"GCA","ICRM","National Society"
"GCA","IDA","Part II"
"GCA","IFAD","Category III"
"GCA","IFC","member"
"GCA","IFRCS","member"
"GCA","ILO","member"
"GCA","IMF","member"
"GCA","IMO","member"
"GCA","Intelsat","member"
"GCA","Interpol","member"
"GCA","IOC","National Olympic Committee"
"GCA","IOM","member"
"GCA","ITU","member"
"GCA","LAES","member"
"GCA","LAIA","observer"
"GCA","NAM","member"
"GCA","OAS","member"
"GCA","OPANAL","member"
"GCA","PCA","member"
"GCA","UN","member"
"GCA","UNESCO","member"
"GCA","UNIDO","member"
"GCA","UNMIH","member"
"GCA","UNU","member"
"GCA","UPU","member"
"GCA","WCL","member"
"GCA","WFTU","member"
"GCA","WHO","member"
"GCA","WIPO","member"
"GCA","WMO","member"
"GCA","WToO","member"
"GCA","WTrO","member"
"GE","ANC","member"
"GE","BSEC","member"
"GE","CCC","member"
"GE","CIS","member"
"GE","EBRD","member"
"GE","ECE","member"
"GE","FAO","member"
"GE","IBRD","member"
"GE","ICAO","member"
"GE","IDA","Part II"
"GE","IFAD","Category III"
"GE","IFC","member"
"GE","ILO","member"
"GE","IMF","member"
"GE","IMO","member"
"GE","Inmarsat","member"
"GE","Interpol","member"
"GE","IOC","National Olympic Committee"
"GE","IOM","observer"
"GE","ITU","member"
"GE","OSCE","member"
"GE","PFP","member"
"GE","UN","member"
"GE","UNESCO","member"
"GE","UNIDO","member"
"GE","UPU","member"
"GE","WHO","member"
"GE","WIPO","member"
"GE","WMO","member"
"GE","WToO","member"
"GH","ACP","member"
"GH","AfDB","regional member"
"GH","C","member"
"GH","CCC","member"
"GH","ECA","member"
"GH","ECOWAS","member"
"GH","FAO","member"
"GH","G-24","member"
"GH","G-77","member"
"GH","IAEA","member"
"GH","IBRD","member"
"GH","ICAO","member"
"GH","ICFTU","member"
"GH","ICRM","National Society"
"GH","IDA","Part II"
"GH","IFAD","Category III"
"GH","IFC","member"
"GH","IFRCS","member"
"GH","ILO","member"
"GH","IMF","member"
"GH","IMO","member"
"GH","Intelsat","member"
"GH","Interpol","member"
"GH","IOC","National Olympic Committee"
"GH","IOM","observer"
"GH","ITU","member"
"GH","MINURSO","member"
"GH","NAM","member"
"GH","OAU","member"
"GH","UN","member"
"GH","UNAMIR","member"
"GH","UNCRO","member"
"GH","UNESCO","member"
"GH","UNIDO","member"
"GH","UNIFIL","member"
"GH","UNIKOM","member"
"GH","UNPREDEP","member"
"GH","UNPROFOR","member"
"GH","UNU","member"
"GH","UPU","member"
"GH","WCL","member"
"GH","WFTU","member"
"GH","WHO","member"
"GH","WIPO","member"
"GH","WMO","member"
"GH","WToO","member"
"GH","WTrO","member"
"GNB","ACCT","associate member"
"GNB","ACP","member"
"GNB","AfDB","regional member"
"GNB","ECA","member"
"GNB","ECOWAS","member"
"GNB","FAO","member"
"GNB","G-77","member"
"GNB","IBRD","member"
"GNB","ICAO","member"
"GNB","ICRM","National Society"
"GNB","IDA","Part II"
"GNB","IDB","member"
"GNB","IFAD","Category III"
"GNB","IFC","member"
"GNB","IFRCS","member"
"GNB","ILO","member"
"GNB","IMF","member"
"GNB","IMO","member"
"GNB","Intelsat","nonsignatory user"
"GNB","Interpol","member"
"GNB","IOM","observer"
"GNB","ITU","member"
"GNB","NAM","member"
"GNB","OAU","member"
"GNB","OIC","member"
"GNB","UN","member"
"GNB","UNAMIR","member"
"GNB","UNAVEM III","member"
"GNB","UNESCO","member"
"GNB","UNIDO","member"
"GNB","UNOMIL","member"
"GNB","UPU","member"
"GNB","WFTU","member"
"GNB","WHO","member"
"GNB","WIPO","member"
"GNB","WMO","member"
"GNB","WToO","member"
"GNB","WTrO","member"
"GQ","ACCT","member"
"GQ","ACP","member"
"GQ","AfDB","regional member"
"GQ","BDEAC","member"
"GQ","CEEAC","member"
"GQ","ECA","member"
"GQ","FAO","member"
"GQ","FZ","member"
"GQ","G-77","member"
"GQ","IBRD","member"
"GQ","ICAO","member"
"GQ","IDA","Part II"
"GQ","IFAD","Category III"
"GQ","IFC","member"
"GQ","IFRCS","member"
"GQ","ILO","member"
"GQ","IMF","member"
"GQ","IMO","member"
"GQ","Intelsat","nonsignatory user"
"GQ","Interpol","member"
"GQ","IOC","National Olympic Committee"
"GQ","ITU","member"
"GQ","NAM","member"
"GQ","OAS","observer"
"GQ","OAU","member"
"GQ","UDEAC","member"
"GQ","UN","member"
"GQ","UNESCO","member"
"GQ","UNIDO","member"
"GQ","UPU","member"
"GQ","WHO","member"
"GQ","WTrO","applicant"
"GR","ANC","member"
"GR","BIS","member"
"GR","BSEC","member"
"GR","CCC","member"
"GR","CE","member"
"GR","CERN","member"
"GR","EBRD","member"
"GR","ECE","member"
"GR","EIB","member"
"GR","EN","member"
"GR","EU","member"
"GR","FAO","member"
"GR","G-6","member"
"GR","IAEA","member"
"GR","IBRD","member"
"GR","ICAO","member"
"GR","ICC","member"
"GR","ICFTU","member"
"GR","ICRM","National Society"
"GR","IDA","Part II"
"GR","IEA","member"
"GR","IFAD","Category I"
"GR","IFC","member"
"GR","IFRCS","member"
"GR","ILO","member"
"GR","IMF","member"
"GR","IMO","member"
"GR","Inmarsat","member"
"GR","Intelsat","member"
"GR","Interpol","member"
"GR","IOC","National Olympic Committee"
"GR","IOM","member"
"GR","ISO","member"
"GR","ITU","member"
"GR","MINURSO","member"
"GR","MTCR","member"
"GR","NAM","guest"
"GR","NATO","member"
"GR","NSG","member"
"GR","OAS","observer"
"GR","OECD","member"
"GR","OSCE","member"
"GR","PCA","member"
"GR","UN","member"
"GR","UNESCO","member"
"GR","UNHCR","member"
"GR","UNIDO","member"
"GR","UNIKOM","member"
"GR","UNOMIG","member"
"GR","UPU","member"
"GR","WEU","member"
"GR","WFTU","member"
"GR","WHO","member"
"GR","WIPO","member"
"GR","WMO","member"
"GR","WToO","member"
"GR","WTrO","member"
"GR","ZC","member"
"GUAD","WCL","member"
"GUAD","WFTU","member"
"GUAM","IOC","National Olympic Committee"
"GUAM","SPC","member"
"GUAM","UPU","member"
"GUY","ACP","member"
"GUY","C","member"
"GUY","Caricom","member"
"GUY","CCC","member"
"GUY","CDB","regional member"
"GUY","ECLAC","member"
"GUY","FAO","member"
"GUY","G-77","member"
"GUY","IADB","member"
"GUY","IBRD","member"
"GUY","ICAO","member"
"GUY","ICFTU","member"
"GUY","ICRM","National Society"
"GUY","IDA","Part II"
"GUY","IFAD","Category III"
"GUY","IFC","member"
"GUY","IFRCS","member"
"GUY","ILO","member"
"GUY","IMF","member"
"GUY","IMO","member"
"GUY","Intelsat","nonsignatory user"
"GUY","Interpol","member"
"GUY","IOC","National Olympic Committee"
"GUY","ITU","member"
"GUY","LAES","member"
"GUY","NAM","member"
"GUY","OAS","member"
"GUY","UN","member"
"GUY","UNESCO","member"
"GUY","UNIDO","member"
"GUY","UNMIH","member"
"GUY","UPU","member"
"GUY","WCL","member"
"GUY","WFTU","member"
"GUY","WHO","member"
"GUY","WIPO","member"
"GUY","WMO","member"
"GUY","WTrO","member"
"H","ANC","member"
"H","BIS","member"
"H","CCC","member"
"H","CE","member"
"H","CEI","member"
"H","CERN","member"
"H","EBRD","member"
"H","ECE","member"
"H","EU","member"
"H","FAO","member"
"H","G-9","member"
"H","IAEA","member"
"H","IBRD","member"
"H","ICAO","member"
"H","ICRM","National Society"
"H","IDA","Part II"
"H","IFC","member"
"H","IFRCS","member"
"H","ILO","member"
"H","IMF","member"
"H","IMO","member"
"H","Intelsat","member"
"H","Interpol","member"
"H","IOC","National Olympic Committee"
"H","IOM","member"
"H","ISO","member"
"H","ITU","member"
"H","MINURSO","member"
"H","MTCR","member"
"H","NAM","guest"
"H","NSG","member"
"H","OAS","observer"
"H","OECD","member"
"H","OSCE","member"
"H","PCA","member"
"H","PFP","member"
"H","UN","member"
"H","UNAVEM III","member"
"H","UNESCO","member"
"H","UNHCR","member"
"H","UNIDO","member"
"H","UNIKOM","member"
"H","UNMOT","member"
"H","UNOMIG","member"
"H","UNU","member"
"H","UPU","member"
"H","WEU","associate partner"
"H","WFTU","member"
"H","WHO","member"
"H","WIPO","member"
"H","WMO","member"
"H","WToO","member"
"H","WTrO","member"
"H","ZC","member"
"HCA","BCIE","member"
"HCA","CACM","member"
"HCA","ECLAC","member"
"HCA","FAO","member"
"HCA","G-77","member"
"HCA","IADB","member"
"HCA","IBRD","member"
"HCA","ICAO","member"
"HCA","ICFTU","member"
"HCA","ICRM","National Society"
"HCA","IDA","Part II"
"HCA","IFAD","Category III"
"HCA","IFC","member"
"HCA","IFRCS","member"
"HCA","ILO","member"
"HCA","IMF","member"
"HCA","IMO","member"
"HCA","Intelsat","member"
"HCA","Interpol","member"
"HCA","IOC","National Olympic Committee"
"HCA","IOM","member"
"HCA","ITU","member"
"HCA","LAES","member"
"HCA","LAIA","observer"
"HCA","MINURSO","member"
"HCA","NAM","member"
"HCA","OAS","member"
"HCA","OPANAL","member"
"HCA","PCA","member"
"HCA","UN","member"
"HCA","UNESCO","member"
"HCA","UNIDO","member"
"HCA","UNMIH","member"
"HCA","UPU","member"
"HCA","WCL","member"
"HCA","WFTU","member"
"HCA","WHO","member"
"HCA","WIPO","member"
"HCA","WMO","member"
"HCA","WTrO","member"
"HELX","ICFTU","member"
"HELX","UPU","member"
"HELX","WFTU","member"
"HONX","APEC","member"
"HONX","BIS","member"
"HONX","ICC","member"
"HONX","IMF","member"
"HONX","IMO","associated"
"HONX","IOC","National Olympic Committee"
"HONX","ISO","correspondent member"
"HONX","UPU","member"
"HONX","WCL","member"
"HONX","WFTU","member"
"HONX","WMO","member"
"HR","CCC","member"
"HR","CE","guest"
"HR","CEI","member"
"HR","EBRD","member"
"HR","ECE","member"
"HR","EU","membership applicant"
"HR","FAO","member"
"HR","IADB","member"
"HR","IAEA","member"
"HR","IBRD","member"
"HR","ICAO","member"
"HR","ICRM","National Society"
"HR","IDA","Part II"
"HR","IFAD","Category III"
"HR","IFC","member"
"HR","IFRCS","member"
"HR","ILO","member"
"HR","IMF","member"
"HR","IMO","member"
"HR","Inmarsat","member"
"HR","Intelsat","member"
"HR","Interpol","member"
"HR","IOC","National Olympic Committee"
"HR","IOM","member"
"HR","ISO","member"
"HR","ITU","member"
"HR","NAM","observer"
"HR","OSCE","member"
"HR","UN","member"
"HR","UNESCO","member"
"HR","UNIDO","member"
"HR","UPU","member"
"HR","WHO","member"
"HR","WIPO","member"
"HR","WMO","member"
"HR","WToO","member"
"HR","WTrO","applicant"
"I","AfDB","nonregional member"
"I","AG","observer"
"I","ANC","member"
"I","AsDB","nonregional member"
"I","BIS","member"
"I","CCC","member"
"I","CDB","nonregional member"
"I","CE","member"
"I","CEI","member"
"I","CERN","member"
"I","EBRD","member"
"I","ECE","member"
"I","ECLAC","member"
"I","EIB","member"
"I","EN","member"
"I","ESA","member"
"I","EU","member"
"I","FAO","member"
"I","G-10","member"
"I","G-7","member"
"I","G-8","member"
"I","IADB","member"
"I","IAEA","member"
"I","IBRD","member"
"I","ICAO","member"
"I","ICC","member"
"I","ICFTU","member"
"I","ICRM","National Society"
"I","IDA","Part I"
"I","IEA","member"
"I","IFAD","Category I"
"I","IFC","member"
"I","IFRCS","member"
"I","ILO","member"
"I","IMF","member"
"I","IMO","member"
"I","Inmarsat","member"
"I","Intelsat","member"
"I","Interpol","member"
"I","IOC","National Olympic Committee"
"I","IOM","member"
"I","ISO","member"
"I","ITU","member"
"I","LAIA","observer"
"I","MINURSO","member"
"I","MTCR","member"
"I","NAM","guest"
"I","NATO","member"
"I","NSG","member"
"I","OAS","observer"
"I","OECD","member"
"I","OSCE","member"
"I","PCA","member"
"I","UN","member"
"I","UNESCO","member"
"I","UNHCR","member"
"I","UNIDO","member"
"I","UNIFIL","member"
"I","UNIKOM","member"
"I","UNITAR","member"
"I","UNMOGIP","member"
"I","UNTSO","member"
"I","UPU","member"
"I","WCL","member"
"I","WEU","member"
"I","WHO","member"
"I","WIPO","member"
"I","WMO","member"
"I","WToO","member"
"I","WTrO","member"
"I","ZC","member"
"IL","AG","observer"
"IL","BSEC","observer"
"IL","CCC","member"
"IL","CE","observer"
"IL","CERN","observer"
"IL","EBRD","member"
"IL","ECE","member"
"IL","FAO","member"
"IL","IADB","member"
"IL","IAEA","member"
"IL","IBRD","member"
"IL","ICAO","member"
"IL","ICC","member"
"IL","ICFTU","member"
"IL","IDA","Part II"
"IL","IFAD","Category III"
"IL","IFC","member"
"IL","ILO","member"
"IL","IMF","member"
"IL","IMO","member"
"IL","Inmarsat","member"
"IL","Intelsat","member"
"IL","Interpol","member"
"IL","IOC","National Olympic Committee"
"IL","IOM","member"
"IL","ISO","member"
"IL","ITU","member"
"IL","OAS","observer"
"IL","PCA","member"
"IL","UN","member"
"IL","UNESCO","member"
"IL","UNHCR","member"
"IL","UNIDO","member"
"IL","UPU","member"
"IL","WHO","member"
"IL","WIPO","member"
"IL","WMO","member"
"IL","WToO","member"
"IL","WTrO","member"
"IND","AfDB","nonregional member"
"IND","AG","observer"
"IND","AsDB","regional member"
"IND","C","member"
"IND","CCC","member"
"IND","CP","member"
"IND","ESCAP","member"
"IND","FAO","member"
"IND","G-15","member"
"IND","G-19","member"
"IND","G-24","member"
"IND","G-6","member"
"IND","G-77","member"
"IND","IAEA","member"
"IND","IBRD","member"
"IND","ICAO","member"
"IND","ICC","member"
"IND","ICFTU","member"
"IND","ICRM","National Society"
"IND","IDA","Part II"
"IND","IFAD","Category III"
"IND","IFC","member"
"IND","IFRCS","member"
"IND","ILO","member"
"IND","IMF","member"
"IND","IMO","member"
"IND","Inmarsat","member"
"IND","Intelsat","member"
"IND","Interpol","member"
"IND","IOC","National Olympic Committee"
"IND","IOM","observer"
"IND","ISO","member"
"IND","ITU","member"
"IND","NAM","member"
"IND","OAS","observer"
"IND","PCA","member"
"IND","SAARC","member"
"IND","UN","member"
"IND","UNAMIR","member"
"IND","UNAVEM III","member"
"IND","UNESCO","member"
"IND","UNHCR","member"
"IND","UNIDO","member"
"IND","UNIKOM","member"
"IND","UNITAR","member"
"IND","UNMIH","member"
"IND","UNOMIL","member"
"IND","UNU","member"
"IND","UPU","member"
"IND","WFTU","member"
"IND","WHO","member"
"IND","WIPO","member"
"IND","WMO","member"
"IND","WToO","member"
"IND","WTrO","member"
"IR","CCC","member"
"IR","CP","member"
"IR","ECO","member"
"IR","ESCAP","member"
"IR","FAO","member"
"IR","G-19","member"
"IR","G-24","member"
"IR","G-77","member"
"IR","IAEA","member"
"IR","IBRD","member"
"IR","ICAO","member"
"IR","ICC","member"
"IR","ICRM","National Society"
"IR","IDA","Part II"
"IR","IDB","member"
"IR","IFAD","Category II"
"IR","IFC","member"
"IR","IFRCS","member"
"IR","ILO","member"
"IR","IMF","member"
"IR","IMO","member"
"IR","Inmarsat","member"
"IR","Intelsat","member"
"IR","Interpol","member"
"IR","IOC","National Olympic Committee"
"IR","IOM","observer"
"IR","ISO","member"
"IR","ITU","member"
"IR","NAM","member"
"IR","OIC","member"
"IR","OPEC","member"
"IR","PCA","member"
"IR","UN","member"
"IR","UNESCO","member"
"IR","UNHCR","member"
"IR","UNIDO","member"
"IR","UPU","member"
"IR","WCL","member"
"IR","WFTU","member"
"IR","WHO","member"
"IR","WIPO","member"
"IR","WMO","member"
"IR","WToO","member"
"IRL","BIS","member"
"IRL","CCC","member"
"IRL","CE","member"
"IRL","EBRD","member"
"IRL","ECE","member"
"IRL","EIB","member"
"IRL","EN","member"
"IRL","ESA","member"
"IRL","EU","member"
"IRL","FAO","member"
"IRL","IAEA","member"
"IRL","IBRD","member"
"IRL","ICAO","member"
"IRL","ICC","member"
"IRL","ICRM","National Society"
"IRL","IDA","Part I"
"IRL","IEA","member"
"IRL","IFAD","Category I"
"IRL","IFC","member"
"IRL","IFRCS","member"
"IRL","ILO","member"
"IRL","IMF","member"
"IRL","IMO","member"
"IRL","Intelsat","member"
"IRL","Interpol","member"
"IRL","IOC","National Olympic Committee"
"IRL","ISO","member"
"IRL","ITU","member"
"IRL","MINURSO","member"
"IRL","MTCR","member"
"IRL","NSG","member"
"IRL","OECD","member"
"IRL","OSCE","member"
"IRL","UN","member"
"IRL","UNCRO","member"
"IRL","UNESCO","member"
"IRL","UNFICYP","member"
"IRL","UNIDO","member"
"IRL","UNIFIL","member"
"IRL","UNIKOM","member"
"IRL","UNMIH","member"
"IRL","UNPREDEP","member"
"IRL","UNPROFOR","member"
"IRL","UNTSO","member"
"IRL","UPU","member"
"IRL","WEU","observer"
"IRL","WHO","member"
"IRL","WIPO","member"
"IRL","WMO","member"
"IRL","WTrO","member"
"IRL","ZC","member"
"IRQ","ABEDA","member"
"IRQ","ACC","member"
"IRQ","AFESD","member"
"IRQ","AL","member"
"IRQ","AMF","member"
"IRQ","CAEU","member"
"IRQ","CCC","member"
"IRQ","ESCWA","member"
"IRQ","FAO","member"
"IRQ","G-19","member"
"IRQ","G-77","member"
"IRQ","IAEA","member"
"IRQ","IBRD","member"
"IRQ","ICAO","member"
"IRQ","ICRM","National Society"
"IRQ","IDA","Part II"
"IRQ","IDB","member"
"IRQ","IFAD","Category II"
"IRQ","IFC","member"
"IRQ","IFRCS","member"
"IRQ","ILO","member"
"IRQ","IMF","member"
"IRQ","IMO","member"
"IRQ","Inmarsat","member"
"IRQ","Intelsat","member"
"IRQ","Interpol","member"
"IRQ","IOC","National Olympic Committee"
"IRQ","ITU","member"
"IRQ","NAM","member"
"IRQ","OAPEC","member"
"IRQ","OIC","member"
"IRQ","OPEC","member"
"IRQ","PCA","member"
"IRQ","UN","member"
"IRQ","UNESCO","member"
"IRQ","UNIDO","member"
"IRQ","UPU","member"
"IRQ","WFTU","member"
"IRQ","WHO","member"
"IRQ","WIPO","member"
"IRQ","WMO","member"
"IRQ","WToO","member"
"IS","ANC","member"
"IS","BIS","member"
"IS","CCC","member"
"IS","CE","member"
"IS","EBRD","member"
"IS","ECE","member"
"IS","EFTA","member"
"IS","EN","member"
"IS","FAO","member"
"IS","IAEA","member"
"IS","IBRD","member"
"IS","ICAO","member"
"IS","ICC","member"
"IS","ICFTU","member"
"IS","ICRM","National Society"
"IS","IDA","Part I"
"IS","IFC","member"
"IS","IFRCS","member"
"IS","ILO","member"
"IS","IMF","member"
"IS","IMO","member"
"IS","Inmarsat","member"
"IS","Intelsat","member"
"IS","Interpol","member"
"IS","IOC","National Olympic Committee"
"IS","ISO","member"
"IS","ITU","member"
"IS","MTCR","member"
"IS","NATO","member"
"IS","NC","member"
"IS","NIB","member"
"IS","OECD","member"
"IS","OSCE","member"
"IS","PCA","member"
"IS","UN","member"
"IS","UNESCO","member"
"IS","UNU","member"
"IS","UPU","member"
"IS","WEU","associate member"
"IS","WHO","member"
"IS","WIPO","member"
"IS","WMO","member"
"IS","WTrO","member"
"J","AfDB","nonregional member"
"J","AG","observer"
"J","APEC","member"
"J","AsDB","regional member"
"J","BIS","member"
"J","CCC","member"
"J","CP","member"
"J","EBRD","member"
"J","EN","member"
"J","ESCAP","member"
"J","FAO","member"
"J","G-10","member"
"J","G-2","member"
"J","G-5","member"
"J","G-7","member"
"J","G-8","member"
"J","IADB","member"
"J","IAEA","member"
"J","IBRD","member"
"J","ICAO","member"
"J","ICC","member"
"J","ICFTU","member"
"J","ICRM","National Society"
"J","IDA","Part I"
"J","IEA","member"
"J","IFAD","Category I"
"J","IFC","member"
"J","IFRCS","member"
"J","ILO","member"
"J","IMF","member"
"J","IMO","member"
"J","Inmarsat","member"
"J","Intelsat","member"
"J","Interpol","member"
"J","IOC","National Olympic Committee"
"J","IOM","member"
"J","ISO","member"
"J","ITU","member"
"J","MTCR","member"
"J","NSG","member"
"J","OAS","observer"
"J","OECD","member"
"J","PCA","member"
"J","UN","member"
"J","UNESCO","member"
"J","UNHCR","member"
"J","UNIDO","member"
"J","UNITAR","member"
"J","UNRWA","member"
"J","UNU","member"
"J","UPU","member"
"J","WFTU","member"
"J","WHO","member"
"J","WIPO","member"
"J","WMO","member"
"J","WToO","member"
"J","WTrO","member"
"J","ZC","member"
"JA","ACP","member"
"JA","C","member"
"JA","Caricom","member"
"JA","CCC","member"
"JA","CDB","regional member"
"JA","ECLAC","member"
"JA","FAO","member"
"JA","G-15","member"
"JA","G-19","member"
"JA","G-77","member"
"JA","IADB","member"
"JA","IAEA","member"
"JA","IBRD","member"
"JA","ICAO","member"
"JA","ICFTU","member"
"JA","ICRM","National Society"
"JA","IFAD","Category III"
"JA","IFC","member"
"JA","IFRCS","member"
"JA","ILO","member"
"JA","IMF","member"
"JA","IMO","member"
"JA","Intelsat","member"
"JA","Interpol","member"
"JA","IOC","National Olympic Committee"
"JA","ISO","member"
"JA","ITU","member"
"JA","LAES","member"
"JA","NAM","member"
"JA","OAS","member"
"JA","OPANAL","member"
"JA","UN","member"
"JA","UNESCO","member"
"JA","UNIDO","member"
"JA","UNITAR","member"
"JA","UNMIH","member"
"JA","UPU","member"
"JA","WCL","member"
"JA","WFTU","member"
"JA","WHO","member"
"JA","WIPO","member"
"JA","WMO","member"
"JA","WToO","member"
"JA","WTrO","member"
"JOR","ABEDA","member"
"JOR","ACC","member"
"JOR","AFESD","member"
"JOR","AL","member"
